Date,GOLL4.SA,CVCB3.SA,WEGE3.SA,MGLU3.SA,TOTS3.SA,VALE3.SA,PETR3.SA,ABEV3.SA,ITSA3.SA,BOVA11.SA
2013-12-09,9.529999732971191,11.172386169433594,3.8927924633026123,2.2507731914520264,10.192546844482422,18.0544490814209,4.9521260261535645,10.5446138381958,2.780162811279297,49.900001525878906
2013-12-10,9.399999618530273,11.423852920532227,3.878249406814575,2.1294734477996826,10.069014549255371,17.993488311767578,4.90647029876709,10.420561790466309,2.6999659538269043,49.810001373291016
2013-12-11,9.359999656677246,11.316082000732422,3.841893196105957,2.1267778873443604,9.882349967956543,17.627727508544922,4.7664594650268555,10.463980674743652,2.6251158714294434,48.810001373291016
2013-12-12,9.350000381469727,11.13646125793457,3.7994720935821533,2.078258514404297,9.758819580078125,17.551523208618164,4.778634548187256,10.2965087890625,2.6037306785583496,48.93000030517578
2013-12-13,9.279999732971191,11.13646125793457,3.7631142139434814,2.0216524600982666,9.799995422363281,17.35340118408203,4.857771396636963,10.091817855834961,2.5796704292297363,48.75
2013-12-16,9.720000267028809,10.956840515136719,3.782503604888916,1.9946969747543335,9.937248229980469,17.470245361328125,4.900383472442627,10.240683555603027,2.630462408065796,49.130001068115234
2013-12-17,9.5600004196167,10.884991645812988,3.76432466506958,2.016261339187622,10.036073684692383,17.409286499023438,4.7390666007995605,10.234478950500488,2.726698875427246,48.93000030517578
2013-12-18,9.600000381469727,10.705371856689453,3.767326831817627,1.9920016527175903,9.989407539367676,17.460084915161133,4.781677722930908,10.358536720275879,2.8068954944610596,49.540000915527344
2013-12-19,9.699999809265137,10.805957794189453,3.81593918800354,2.0351295471191406,9.84117317199707,17.836008071899414,4.885165691375732,10.563226699829102,2.8630330562591553,50.47999954223633
2013-12-20,10.069999694824219,10.633523941040039,3.7916338443756104,1.9839144945144653,9.934504508972168,17.500722885131836,4.809072017669678,10.51360034942627,2.849667549133301,49.90999984741211
2013-12-23,10.270000457763672,10.561676025390625,3.7490999698638916,1.9758285284042358,9.915289878845215,17.556602478027344,4.830377578735352,10.588035583496094,2.9509990215301514,50.11000061035156
2013-12-26,10.25,10.705371856689453,3.792847156524658,1.940786361694336,9.943498611450195,17.6328067779541,4.809072017669678,10.507400512695312,2.964473247528076,50.040000915527344
2013-12-27,10.199999809265137,10.777217864990234,3.784341335296631,1.9946969747543335,9.995819091796875,18.034128189086914,4.84255313873291,10.606642723083496,3.1746809482574463,50.13999938964844
2013-12-30,10.479999542236328,10.99276351928711,3.7867724895477295,2.0351295471191406,10.177559852600098,18.140810012817383,4.866901874542236,10.743099212646484,3.4226198196411133,50.2400016784668
2014-01-02,10.130000114440918,11.244232177734375,3.6944119930267334,1.9488729238510132,10.078429222106934,17.683609008789062,4.815158843994141,10.786520004272461,3.293260097503662,49.08000183105469
2014-01-03,10.789999961853027,11.423852920532227,3.6603856086730957,2.0135657787323,9.97929573059082,17.3026065826416,4.71776008605957,10.557022094726562,3.2609212398529053,49.2599983215332
2014-01-06,10.819999694824219,11.495699882507324,3.67982816696167,2.1186909675598145,9.877409934997559,17.317846298217773,4.7755913734436035,10.420561790466309,3.18007230758667,49.84000015258789
2014-01-07,10.859999656677246,11.495699882507324,3.677398920059204,2.1726019382476807,9.94074535369873,16.891122817993164,4.626448631286621,10.74930477142334,3.072272777557373,49.22999954223633
2014-01-08,10.920000076293945,11.35200309753418,3.6142048835754395,2.2157304286956787,9.858135223388672,17.007959365844727,4.629492282867432,10.854752540588379,3.1773769855499268,49.279998779296875
2014-01-09,10.8100004196167,11.387929916381836,3.548578977584839,2.204948902130127,9.720450401306152,16.403438568115234,4.50469970703125,10.600441932678223,3.1450366973876953,48.13999938964844
2014-01-10,10.699999809265137,11.445406913757324,3.5267043113708496,2.196861982345581,9.78929328918457,16.38311767578125,4.568618297576904,10.668669700622559,2.969862222671509,48.31999969482422
2014-01-13,10.65999984741211,11.35200309753418,3.475663900375366,2.2103397846221924,9.701175689697266,16.27643394470215,4.477306365966797,10.569426536560059,2.8782334327697754,48.2599983215332
2014-01-14,10.579999923706055,11.208309173583984,3.5364270210266113,2.2238175868988037,9.73421859741211,16.26627540588379,4.459044456481934,10.538412094116211,2.805469036102295,48.380001068115234
2014-01-15,10.699999809265137,11.280157089233398,3.5169832706451416,2.2319047451019287,9.794798851013184,16.484716415405273,4.60209846496582,10.641066551208496,2.8458945751190186,48.7599983215332
2014-01-16,10.75,11.028687477111816,3.5242743492126465,2.258859157562256,9.772770881652832,16.677762985229492,4.477306365966797,10.5033597946167,2.805469036102295,48.540000915527344
2014-01-17,10.720000267028809,10.705371856689453,3.4938926696777344,2.2022531032562256,9.690159797668457,16.50503921508789,4.446869373321533,10.415729522705078,2.748875856399536,48.02000045776367
2014-01-20,10.5,10.777217864990234,3.451357126235962,2.2211220264434814,9.703930854797363,16.149438858032227,4.352514743804932,10.453287124633789,2.7219254970550537,47.5
2014-01-21,10.600000381469727,10.619155883789062,3.435560464859009,2.196861982345581,9.665379524230957,15.788752555847168,4.367732524871826,10.578474044799805,2.7084507942199707,47.349998474121094
2014-01-22,11.470000267028809,10.705371856689453,3.458650827407837,2.3181612491607666,9.478126525878906,16.159597396850586,4.501657009124756,10.728700637817383,2.6949756145477295,48.18000030517578
2014-01-23,10.9399995803833,10.683817863464355,3.3784425258636475,2.291206121444702,9.30739974975586,15.712553977966309,4.398170471191406,10.359392166137695,2.6949756145477295,47.18000030517578
2014-01-24,10.460000038146973,10.597599983215332,3.4379920959472656,2.226513624191284,9.111886978149414,15.875112533569336,4.285553455352783,10.284279823303223,2.6788060665130615,46.54999923706055
2014-01-27,10.100000381469727,10.489828109741211,3.4148995876312256,2.2103397846221924,8.910873413085938,15.809074401855469,4.2672905921936035,10.0401611328125,2.5871775150299072,46.630001068115234
2014-01-28,10.15999984741211,10.274283409118652,3.403963327407837,2.1699066162109375,9.233049392700195,16.129112243652344,4.2672905921936035,10.077715873718262,2.614126682281494,46.709999084472656
2014-01-29,10.050000190734863,9.986888885498047,3.418545961380005,2.0863447189331055,9.12015151977539,16.81492042541504,4.185111045837402,10.046418190002441,2.5359718799591064,46.25
2014-01-30,9.90999984741211,10.022814750671387,3.343198537826538,2.1294734477996826,8.806232452392578,16.510116577148438,4.151629447937012,9.93375015258789,2.5575337409973145,46.06999969482422
2014-01-31,9.600000381469727,10.238358497619629,3.329831838607788,2.1429507732391357,8.731884956359863,16.78952407836914,4.191197395324707,10.07145881652832,2.614126682281494,46.459999084472656
2014-02-03,9.289999961853027,9.83600902557373,3.3176791667938232,2.067476749420166,8.536372184753418,16.322160720825195,3.9872686862945557,9.702150344848633,2.476682186126709,45.09000015258789
2014-02-04,9.510000228881836,9.986888885498047,3.3334765434265137,2.0351295471191406,8.641012191772461,16.596477508544922,4.0390119552612305,9.745966911315918,2.630295991897583,45.810001373291016
2014-02-05,9.699999809265137,10.058738708496094,3.3055260181427,2.0755622386932373,8.81174087524414,17.018123626708984,3.94465708732605,9.664592742919922,2.541362762451172,45.540000915527344
2014-02-06,10.170000076293945,10.058738708496094,3.3723649978637695,2.1267778873443604,8.701589584350586,17.404199600219727,4.04814338684082,10.121533393859863,2.5844826698303223,46.66999816894531
2014-02-07,10.399999618530273,9.95096492767334,3.3419833183288574,2.2103397846221924,8.828264236450195,17.29752540588379,4.118147373199463,10.259242057800293,2.573701858520508,47.0099983215332
2014-02-10,10.4399995803833,9.483953475952148,3.339552402496338,2.1267778873443604,8.869566917419434,17.089242935180664,4.145541667938232,10.10275650024414,2.519803047180176,46.529998779296875
